    1 , 2.5000e+00 , 1.6300e+00, 3.0000e+00, 3.4700e+01, 2.0400e+00 , 9.6000e-01, 0.0000e+00, 3.0000e+00
    2 , 2.5000e+00 , 1.6400e+00, 2.9000e+00, 3.4310e+01, 2.0100e+00 , 9.9000e-01, -1.0000e-01, 2.9000e+00
    3 , 2.5000e+00 , 1.6500e+00, 2.9000e+00, 3.3920e+01, 1.9900e+00 , 1.0100e+00, -1.0000e-01, 2.9000e+00
    4 , 2.5000e+00 , 1.6600e+00, 2.9100e+00, 3.3530e+01, 1.9700e+00 , 1.0400e+00, -1.0000e-01, 2.9100e+00
    5 , 2.5000e+00 , 1.6700e+00, 2.9100e+00, 3.3140e+01, 1.9500e+00 , 1.0700e+00, -1.0000e-01, 2.9100e+00
    6 , 2.5000e+00 , 1.6800e+00, 2.9200e+00, 3.2750e+01, 1.9200e+00 , 1.1000e+00, -1.0000e-01, 2.9200e+00
    7 , 2.5000e+00 , 1.7000e+00, 2.7900e+00, 3.1960e+01, 1.8800e+00 , 1.1200e+00, -2.0000e-01, 2.7900e+00
    8 , 2.5000e+00 , 1.7100e+00, 2.9000e+00, 3.1570e+01, 1.8500e+00 , 1.1500e+00, -1.0000e-01, 2.9000e+00
    9 , 2.5000e+00 , 1.7200e+00, 2.9000e+00, 3.1180e+01, 1.8300e+00 , 1.1700e+00, -1.0000e-01, 2.9000e+00
   10 , 2.5000e+00 , 1.7300e+00, 2.9000e+00, 3.0790e+01, 1.8100e+00 , 1.2000e+00, -1.0000e-01, 2.9000e+00
   11 , 2.5000e+00 , 1.7400e+00, 2.9100e+00, 3.0400e+01, 1.7800e+00 , 1.2200e+00, -1.0000e-01, 2.9100e+00
   12 , 2.5000e+00 , 1.7600e+00, 2.7800e+00, 2.9620e+01, 1.7400e+00 , 1.2500e+00, -2.0000e-01, 2.7800e+00
   13 , 2.5000e+00 , 1.7700e+00, 2.8800e+00, 2.9230e+01, 1.7200e+00 , 1.2700e+00, -1.0000e-01, 2.8800e+00
   14 , 2.5000e+00 , 1.7900e+00, 2.7600e+00, 2.8450e+01, 1.6700e+00 , 1.2900e+00, -2.0000e-01, 2.7600e+00
   15 , 2.5000e+00 , 1.8200e+00, 2.6100e+00, 2.7270e+01, 1.6000e+00 , 1.3200e+00, -3.0000e-01, 2.6100e+00
   16 , 2.5000e+00 , 1.8200e+00, 2.9400e+00, 2.7270e+01, 1.6000e+00 , 1.3400e+00, 0.0000e+00, 2.9400e+00
   17 , 2.5000e+00 , 1.8400e+00, 2.7100e+00, 2.6490e+01, 1.5500e+00 , 1.3600e+00, -2.0000e-01, 2.7100e+00
   18 , 2.5000e+00 , 1.8500e+00, 2.8100e+00, 2.6100e+01, 1.5300e+00 , 1.3800e+00, -1.0000e-01, 2.8100e+00
   19 , 2.5000e+00 , 1.8700e+00, 2.6900e+00, 2.5320e+01, 1.4900e+00 , 1.4000e+00, -2.0000e-01, 2.6900e+00
   20 , 2.5000e+00 , 1.8800e+00, 2.7900e+00, 2.4930e+01, 1.4600e+00 , 1.4200e+00, -1.0000e-01, 2.7900e+00
   21 , 2.5000e+00 , 1.9000e+00, 2.6600e+00, 2.4140e+01, 1.4200e+00 , 1.4400e+00, -2.0000e-01, 2.6600e+00
   22 , 2.5000e+00 , 1.9100e+00, 2.7600e+00, 2.3750e+01, 1.3900e+00 , 1.4600e+00, -1.0000e-01, 2.7600e+00
   23 , 2.5000e+00 , 1.9200e+00, 2.7500e+00, 2.3360e+01, 1.3700e+00 , 1.4800e+00, -1.0000e-01, 2.7500e+00
   24 , 2.5000e+00 , 1.9400e+00, 2.6200e+00, 2.2580e+01, 1.3300e+00 , 1.5000e+00, -2.0000e-01, 2.6200e+00
