 1918 , 6.2500e+00 , 6.2600e+00, 6.1400e+00, -1.0000e-01, -1.0000e-02 , 6.2600e+00, -1.0000e-01, 6.1400e+00
 1919 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2600e+00, 0.0000e+00, 6.2400e+00
 1920 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2600e+00, 0.0000e+00, 6.2400e+00
 1921 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2600e+00, 0.0000e+00, 6.2400e+00
 1922 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2600e+00, 0.0000e+00, 6.2400e+00
 1923 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1924 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1925 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1926 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1927 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1928 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1929 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1930 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1931 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1932 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1933 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1934 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1935 , 6.2500e+00 , 6.2700e+00, 6.1100e+00, -2.5000e-01, -4.0000e-02 , 6.2500e+00, -1.0000e-01, 6.1100e+00
 1936 , 6.2500e+00 , 6.2600e+00, 6.3400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 1.0000e-01, 6.3400e+00
 1937 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1938 , 6.2500e+00 , 6.2700e+00, 6.1100e+00, -2.5000e-01, -4.0000e-02 , 6.2500e+00, -1.0000e-01, 6.1100e+00
 1939 , 6.2500e+00 , 6.2600e+00, 6.3400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 1.0000e-01, 6.3400e+00
 1940 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1941 , 6.2500e+00 , 6.2700e+00, 6.1100e+00, -2.5000e-01, -4.0000e-02 , 6.2500e+00, -1.0000e-01, 6.1100e+00
 1942 , 6.2500e+00 , 6.2700e+00, 6.2100e+00, -2.5000e-01, -4.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2100e+00
 1943 , 6.2500e+00 , 6.2600e+00, 6.3400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 1.0000e-01, 6.3400e+00
 1944 , 6.2500e+00 , 6.2600e+00, 6.2400e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2400e+00
 1945 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1946 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1947 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1948 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1949 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1950 , 6.2500e+00 , 6.2700e+00, 6.1100e+00, -2.5000e-01, -4.0000e-02 , 6.2500e+00, -1.0000e-01, 6.1100e+00
 1951 , 6.2500e+00 , 6.2700e+00, 6.2100e+00, -2.5000e-01, -4.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2100e+00
 1952 , 6.2500e+00 , 6.2600e+00, 6.3300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 1.0000e-01, 6.3300e+00
 1953 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1954 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1955 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1956 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1957 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
 1958 , 6.2500e+00 , 6.2500e+00, 6.3600e+00, 6.0000e-02, 1.0000e-02 , 6.2500e+00, 1.0000e-01, 6.3600e+00
 1959 , 6.2500e+00 , 6.2600e+00, 6.1300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, -1.0000e-01, 6.1300e+00
 1960 , 6.2500e+00 , 6.2600e+00, 6.2300e+00, -1.0000e-01, -1.0000e-02 , 6.2500e+00, 0.0000e+00, 6.2300e+00
