    1 , 2.5000e+00 , 2.4900e+00, 2.7800e+00,2.9000e-01
    2 , 2.5000e+00 , 2.4900e+00, 2.7800e+00,2.9000e-01
    3 , 2.5000e+00 , 2.4800e+00, 2.9000e+00,6.8000e-01
    4 , 2.5000e+00 , 2.4800e+00, 2.8000e+00,6.8000e-01
    5 , 2.5000e+00 , 2.4800e+00, 2.8000e+00,6.8000e-01
    6 , 2.5000e+00 , 2.4800e+00, 2.8000e+00,6.8000e-01
    7 , 2.5000e+00 , 2.4700e+00, 2.9200e+00,1.0800e+00
    8 , 2.5000e+00 , 2.4800e+00, 2.7000e+00,6.8000e-01
    9 , 2.5000e+00 , 2.4700e+00, 2.9300e+00,1.0800e+00
   10 , 2.5000e+00 , 2.4700e+00, 2.8200e+00,1.0800e+00
   11 , 2.5000e+00 , 2.4700e+00, 2.8300e+00,1.0800e+00
   12 , 2.5000e+00 , 2.4700e+00, 2.8300e+00,1.0800e+00
   13 , 2.5000e+00 , 2.4800e+00, 2.7000e+00,6.8000e-01
   14 , 2.5000e+00 , 2.4800e+00, 2.8100e+00,6.8000e-01
   15 , 2.5000e+00 , 2.4900e+00, 2.6800e+00,2.9000e-01
   16 , 2.5000e+00 , 2.4800e+00, 2.9100e+00,6.8000e-01
   17 , 2.5000e+00 , 2.4900e+00, 2.6800e+00,2.9000e-01
   18 , 2.5000e+00 , 2.4900e+00, 2.7800e+00,2.9000e-01
   19 , 2.5000e+00 , 2.4900e+00, 2.7800e+00,2.9000e-01
   20 , 2.5000e+00 , 2.5000e+00, 2.6600e+00,-1.0000e-01
   21 , 2.5000e+00 , 2.5000e+00, 2.7600e+00,-1.0000e-01
   22 , 2.5000e+00 , 2.5000e+00, 2.7600e+00,-1.0000e-01
   23 , 2.5000e+00 , 2.5000e+00, 2.7600e+00,-1.0000e-01
   24 , 2.5000e+00 , 2.5200e+00, 2.5200e+00,-8.8000e-01
   25 , 2.5000e+00 , 2.5100e+00, 2.8400e+00,-4.9000e-01
   26 , 2.5000e+00 , 2.5200e+00, 2.6200e+00,-8.8000e-01
   27 , 2.5000e+00 , 2.5200e+00, 2.7200e+00,-8.8000e-01
   28 , 2.5000e+00 , 2.5200e+00, 2.7200e+00,-8.8000e-01
   29 , 2.5000e+00 , 2.5400e+00, 2.4700e+00,-1.6600e+00
   30 , 2.5000e+00 , 2.5300e+00, 2.7900e+00,-1.2700e+00
   31 , 2.5000e+00 , 2.5400e+00, 2.5700e+00,-1.6600e+00
   32 , 2.5000e+00 , 2.5400e+00, 2.6700e+00,-1.6600e+00
   33 , 2.5000e+00 , 2.5500e+00, 2.5400e+00,-2.0500e+00
